Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
29,Male,87.2,1.77,186,165,79,0.88,763.3,Cardio,25.3,3.9,2,1,27.83
58,Male,88.3,1.69,160,128,62,0.72,325.4,Strength,30.4,3.7,4,3,30.92
36,Male,77.1,1.71,185,142,62,1.48,903.2,Strength,26.1,2.8,3,3,26.37
29,Male,80.0,1.8,192,167,71,0.49,423.8,Strength,21.8,3.6,4,2,24.69
26,Female,64.1,1.62,196,132,68,0.76,353.7,Strength,30.2,2.7,4,3,24.42
24,Female,50.3,1.55,192,147,63,1.22,713.1,Yoga,27.4,2.2,2,1,20.94
45,Female,59.4,1.72,174,113,57,1.06,394.6,Strength,25.8,2.6,6,2,20.08
31,Male,88.0,1.83,192,141,57,1.26,814.9,Strength,21.9,3.7,6,3,26.28
48,Female,56.4,1.63,171,136,58,0.74,391.0,Strength,22.9,2.7,6,3,21.23
36,Female,70.4,1.67,185,146,58,0.51,282.8,Strength,31.6,2.7,5,3,25.24
64,Female,80.2,1.68,156,141,70,0.44,235.1,Yoga,40.8,3.2,1,1,28.42
33,Male,64.1,1.7,191,166,58,0.44,351.6,Strength,22.8,2.7,5,3,22.18
22,Female,93.3,1.72,197,115,63,0.93,278.3,HIIT,41.8,3.9,3,3,31.54
52,Male,62.2,1.72,164,149,71,0.56,327.5,Strength,14.1,2.6,5,2,21.02
29,Male,89.6,1.79,188,172,66,0.47,440.7,HIIT,25.9,3.6,3,2,27.96
42,Male,83.3,1.79,179,122,65,1.14,489.8,Yoga,17.9,3.2,3,2,26.0
38,Male,80.0,1.67,177,148,85,1.15,767.1,Cardio,22.9,3.3,1,1,28.69
53,Female,51.4,1.58,165,150,65,0.62,392.2,Yoga,25.8,2.5,2,1,20.59
40,Male,104.4,1.79,180,139,73,1.24,805.3,Cardio,35.0,4.0,1,1,32.58
33,Male,72.3,1.74,185,164,54,0.84,675.6,Strength,23.9,3.1,6,2,23.88
56,Female,74.9,1.67,165,150,60,0.43,255.1,Strength,36.7,2.8,6,3,26.86
62,Female,78.5,1.63,160,134,56,0.6,294.2,Strength,40.0,3.0,5,3,29.55
59,Male,80.0,1.89,162,139,68,0.79,414.7,Strength,18.5,3.3,3,2,22.4
56,Female,84.8,1.76,159,131,68,1.54,698.2,Yoga,33.4,3.7,4,2,27.38
31,Male,70.6,1.8,189,118,69,0.95,369.6,Strength,22.2,2.8,4,2,21.79
48,Male,96.3,1.81,172,154,68,0.44,325.1,Strength,26.2,3.6,3,3,29.39
22,Male,71.5,1.81,197,149,72,1.17,816.8,Strength,13.9,3.4,1,2,21.82
52,Male,71.2,1.7,169,107,65,1.18,272.0,Yoga,26.2,2.8,2,1,24.64
40,Female,63.8,1.58,181,156,80,0.92,584.0,Yoga,33.7,3.1,1,1,25.56
46,Male,100.4,1.92,174,156,73,0.62,480.2,Yoga,26.7,4.1,3,2,27.24
60,Female,90.7,1.7,157,140,61,0.5,252.3,Yoga,41.7,3.6,3,2,31.38
28,Female,62.4,1.65,192,169,78,0.68,481.4,Yoga,27.1,2.4,2,1,22.92
35,Female,77.6,1.65,191,168,53,0.42,286.2,Strength,37.9,3.3,5,3,28.5
64,Female,83.4,1.63,155,90,58,1.11,223.6,Strength,44.9,3.4,5,3,31.39
29,Male,69.9,1.67,194,114,76,1.07,381.6,Yoga,28.2,3.1,2,1,25.06
26,Female,66.0,1.71,194,180,56,0.61,469.6,Strength,33.2,3.0,5,3,22.57
27,Male,62.4,1.84,191,167,66,0.31,254.4,Strength,19.9,2.8,4,2,18.43
61,Female,84.6,1.65,158,126,61,1.42,606.3,HIIT,41.6,3.3,5,3,31.07
34,Female,56.1,1.54,186,139,57,1.33,709.3,Strength,33.0,2.4,5,3,23.65
55,Male,69.5,1.82,167,137,55,0.66,322.4,Strength,17.9,2.8,5,3,20.98
24,Male,60.5,1.75,203,173,59,0.48,421.5,Strength,18.7,2.3,4,2,19.76
63,Male,70.3,1.83,157,98,56,0.91,104.4,Strength,17.1,3.1,5,3,20.99
30,Female,80.1,1.7,186,151,53,0.79,444.4,Strength,32.9,3.2,6,3,27.72
57,Female,80.5,1.69,158,131,64,0.87,402.1,Strength,40.0,3.4,4,3,28.19
59,Male,83.0,1.76,160,139,71,1.01,538.8,Yoga,26.5,3.4,2,1,26.79
26,Male,74.7,1.73,191,159,78,0.66,518.9,Strength,22.2,3.3,1,2,24.96
44,Male,66.0,1.81,178,124,74,0.95,373.0,Yoga,19.2,2.7,2,1,20.15
19,Male,64.2,1.71,203,168,89,0.63,540.5,Yoga,15.5,2.9,1,1,21.96
22,Female,57.5,1.67,198,182,61,0.58,460.4,Yoga,29.1,2.6,2,1,20.62
46,Male,82.1,1.76,176,137,59,0.88,484.3,Strength,22.9,2.9,6,2,26.5
54,Male,62.9,1.74,166,108,71,1.02,214.3,Yoga,16.5,2.6,1,1,20.78
55,Male,68.1,1.76,171,152,68,0.38,235.7,Yoga,20.8,2.5,1,1,21.98
36,Male,78.2,1.81,186,171,65,0.5,437.9,Strength,21.2,3.2,3,3,23.87
25,Female,45.4,1.56,198,185,73,0.62,519.6,HIIT,25.8,2.0,1,1,18.66
65,Male,74.7,1.74,151,120,80,1.1,352.6,Yoga,21.0,3.4,1,1,24.67
62,Female,59.5,1.57,154,121,66,1.24,547.4,Yoga,30.8,3.1,3,3,24.14
18,Male,89.7,1.77,203,145,55,1.02,739.9,Strength,29.2,3.5,5,3,28.63
39,Male,65.5,1.74,176,151,59,0.49,318.5,Strength,16.2,2.7,5,3,21.63
34,Female,46.1,1.52,184,134,64,0.89,462.2,Yoga,29.3,1.5,3,2,19.95
24,Male,82.0,1.88,200,164,60,0.91,780.8,Strength,23.9,3.3,4,2,23.2
42,Female,56.9,1.66,176,135,72,1.12,576.5,Yoga,33.5,2.5,1,1,20.65
62,Female,59.2,1.55,154,113,75,0.98,382.9,HIIT,31.1,2.5,1,1,24.64
21,Male,58.3,1.8,201,174,66,0.51,453.7,Strength,15.5,2.5,3,1,17.99
53,Female,52.4,1.53,173,156,67,0.3,200.8,Yoga,33.5,1.9,3,2,22.38
23,Female,62.1,1.71,195,160,63,0.7,451.8,Strength,32.0,2.8,4,2,21.24
48,Female,74.8,1.68,176,122,59,1.23,498.5,Strength,33.0,2.6,6,3,26.5
36,Female,56.2,1.61,181,140,58,1.17,633.7,Strength,30.7,2.3,5,3,21.68
61,Female,48.4,1.62,159,103,74,1.22,420.9,Yoga,24.1,2.3,2,1,18.44
56,Female,52.8,1.49,164,138,58,0.99,550.7,Strength,33.0,3.0,6,3,23.78
44,Female,73.2,1.69,174,111,66,1.01,336.7,Strength,33.7,2.9,5,2,25.63
27,Female,59.5,1.59,196,123,80,0.9,375.4,Yoga,30.2,2.6,1,1,23.54
43,Male,72.4,1.8,172,154,59,0.45,308.3,Strength,23.4,2.8,6,3,22.35
36,Male,74.2,1.83,185,160,61,0.57,436.0,HIIT,16.7,3.1,3,2,22.16
56,Female,67.8,1.65,167,131,64,1.22,590.7,Yoga,30.9,2.8,4,1,24.9
20,Male,64.8,1.74,202,151,64,1.46,1026.3,Strength,15.1,3.2,5,3,21.4
62,Female,51.1,1.48,159,104,63,1.01,351.1,Yoga,30.3,2.1,4,2,23.33
30,Female,77.5,1.69,195,142,57,1.22,621.6,Strength,37.4,3.2,5,3,27.13
45,Male,67.5,1.84,174,115,57,1.16,362.6,Strength,13.3,3.0,6,2,19.94
37,Female,60.8,1.58,178,139,76,0.98,517.4,Yoga,31.2,2.6,1,1,24.36
45,Female,43.8,1.55,175,138,71,1.55,869.3,Yoga,26.2,2.1,2,1,18.23
25,Female,65.6,1.61,195,173,66,0.58,420.3,Strength,35.1,2.8,4,2,25.31
58,Female,53.3,1.59,156,144,63,0.82,488.6,Yoga,26.4,2.3,4,2,21.08
56,Male,90.9,1.8,161,152,81,0.43,293.4,Yoga,25.8,3.6,2,1,28.06
18,Female,55.2,1.69,198,178,62,0.66,506.9,Strength,28.4,2.6,4,3,19.33
20,Female,66.7,1.6,198,169,70,0.82,567.1,Strength,39.7,2.9,4,3,26.05
30,Female,84.1,1.71,189,176,55,0.48,343.5,Strength,36.7,3.3,5,3,28.76
45,Male,58.3,1.67,174,136,54,0.85,404.9,Strength,17.9,2.6,5,3,20.9
42,Female,58.5,1.65,176,155,69,0.51,326.4,Yoga,28.5,2.2,2,1,21.49
50,Male,59.8,1.68,166,131,63,1.04,437.8,Yoga,18.7,2.6,1,2,21.19
55,Male,69.0,1.74,166,107,59,0.99,213.4,Strength,22.7,2.7,6,3,22.79
23,Female,74.3,1.68,197,137,53,1.26,599.6,Strength,34.4,3.2,6,3,26.33
61,Female,59.8,1.63,159,123,64,1.11,502.4,Yoga,34.7,2.5,4,2,22.51
62,Male,58.8,1.69,163,143,78,0.88,432.9,Yoga,18.2,2.9,1,1,20.59
49,Female,51.0,1.71,171,162,78,0.47,331.8,Yoga,24.0,1.8,2,2,17.44
62,Male,93.3,1.76,157,102,65,1.05,230.3,Yoga,31.2,3.5,2,1,30.12
64,Male,88.8,1.71,156,102,59,1.03,206.8,Strength,25.6,3.4,5,3,30.37
38,Female,64.4,1.56,182,163,71,0.55,372.0,Strength,37.6,2.9,4,2,26.46
33,Female,58.3,1.64,189,157,62,0.6,386.2,Yoga,29.5,2.6,3,1,21.68
38,Male,85.0,1.77,182,156,77,0.96,723.5,Yoga,19.8,3.7,2,1,27.13
28,Male,98.3,1.88,186,156,60,0.67,549.8,HIIT,27.8,3.9,4,2,27.81
54,Male,74.8,1.78,165,118,76,0.98,327.8,Yoga,24.9,3.1,1,1,23.61
53,Male,76.3,1.76,167,135,58,0.7,346.9,Strength,23.1,3.1,5,3,24.63
52,Female,74.7,1.61,172,145,60,0.81,451.3,Yoga,35.5,3.4,6,2,28.82
36,Female,54.9,1.71,182,112,77,0.99,360.8,Cardio,26.2,2.3,1,1,18.78
37,Female,82.8,1.72,178,120,65,1.07,391.9,Cardio,37.2,3.6,2,1,27.99
35,Female,62.2,1.63,185,141,74,1.21,648.7,HIIT,34.7,2.5,2,1,23.41
64,Female,49.5,1.55,159,117,82,0.96,418.6,Yoga,26.4,2.1,1,1,20.6
58,Male,68.5,1.81,161,147,60,0.32,181.6,Yoga,18.0,2.5,2,1,20.91
31,Female,59.2,1.66,196,123,70,1.09,459.9,Strength,29.4,2.8,4,2,21.48
32,Female,47.4,1.53,194,132,83,1.05,527.2,Yoga,29.8,2.1,2,1,20.25
48,Female,91.9,1.73,172,148,52,0.94,508.6,Strength,37.0,3.8,5,3,30.71
18,Female,67.1,1.6,203,150,62,1.16,657.7,Strength,32.1,2.6,4,2,26.21
20,Female,75.0,1.63,204,169,68,0.85,575.1,Cardio,35.6,3.4,3,1,28.23
33,Male,79.2,1.73,187,142,68,1.07,668.7,Yoga,28.0,2.8,2,1,26.46
40,Male,83.7,1.84,178,155,82,0.69,507.3,Yoga,21.1,3.4,2,2,24.72
28,Male,81.1,1.81,195,180,62,0.47,464.7,Strength,21.1,3.0,5,3,24.76
29,Female,58.4,1.59,192,161,52,0.94,625.0,Strength,34.2,2.8,5,3,23.1
27,Male,74.1,1.78,191,165,55,0.76,635.2,Strength,22.0,3.2,6,3,23.39
49,Male,62.7,1.79,172,160,78,0.49,340.3,Yoga,18.9,2.6,1,2,19.57
33,Female,70.6,1.58,187,169,78,0.52,363.2,Cardio,34.5,2.8,1,2,28.28
25,Female,50.6,1.67,194,135,87,1.0,508.1,Yoga,28.6,2.2,1,1,18.14
55,Female,54.6,1.62,163,133,54,0.95,493.8,Strength,27.3,3.0,5,3,20.8
29,Male,116.3,1.92,191,181,82,0.43,470.9,HIIT,32.3,4.7,1,2,31.55
41,Male,85.5,1.85,178,161,68,0.51,403.8,Yoga,21.0,3.3,1,1,24.98
45,Female,66.7,1.63,176,112,68,1.05,370.3,Yoga,32.4,2.9,3,1,25.1
25,Female,65.9,1.57,197,149,79,0.87,496.0,Yoga,32.2,2.8,1,1,26.74
45,Male,71.2,1.93,176,162,56,0.53,396.6,Yoga,19.7,2.8,2,1,19.11
53,Male,65.0,1.82,168,156,61,0.63,411.6,Strength,17.3,2.8,6,3,19.62
43,Female,64.8,1.68,175,145,63,0.75,424.2,Strength,27.5,3.0,5,3,22.96
25,Female,60.9,1.69,199,122,71,0.89,361.4,Strength,28.4,2.3,4,2,21.32
45,Male,68.4,1.68,172,145,66,0.87,510.3,Yoga,25.0,3.0,6,3,24.23
45,Female,68.8,1.62,170,135,70,1.24,615.4,Yoga,31.9,2.9,3,3,26.22
54,Male,91.0,1.76,163,108,55,1.15,333.8,Strength,29.3,3.6,5,3,29.38
58,Male,75.3,1.66,165,142,62,0.87,471.1,Strength,25.2,3.3,5,3,27.33
53,Male,69.6,1.82,168,151,70,0.41,254.7,Yoga,18.1,2.9,2,1,21.01
44,Male,77.7,1.83,180,160,58,0.4,300.7,Strength,18.6,3.0,6,3,23.2
34,Female,65.0,1.71,182,123,61,1.09,451.9,Strength,27.4,2.8,6,2,22.23
26,Female,55.0,1.62,201,183,76,0.54,436.8,Yoga,32.4,2.9,1,1,20.96
50,Male,59.6,1.72,169,145,82,0.79,432.2,Yoga,10.0,2.6,2,1,20.15
37,Male,90.8,1.73,178,119,88,1.02,447.1,Cardio,30.1,3.6,1,1,30.34
30,Male,78.6,1.79,197,172,67,0.54,487.8,Yoga,28.1,3.3,1,1,24.53
45,Male,68.5,1.7,171,152,56,0.54,351.1,Yoga,27.1,3.0,5,2,23.7
65,Male,74.8,1.69,154,121,59,0.9,296.9,Strength,26.0,3.1,6,3,26.19
46,Female,74.4,1.68,173,130,71,1.44,655.5,Yoga,32.9,3.0,1,1,26.36
30,Female,66.5,1.53,191,117,65,1.13,417.1,Cardio,37.5,2.6,3,2,28.41
63,Female,59.6,1.65,155,120,69,1.56,680.0,Yoga,30.9,2.7,3,1,21.89
52,Female,67.2,1.61,171,150,60,1.04,627.0,Strength,30.5,3.0,6,3,25.92
23,Male,74.5,1.87,199,182,67,0.64,641.5,Strength,19.9,2.8,3,3,21.3
35,Male,76.4,1.79,185,172,58,0.47,414.8,Strength,23.5,2.9,5,3,23.84
22,Male,74.8,1.74,202,190,72,0.53,571.6,Strength,16.8,2.9,2,1,24.71
64,Male,69.0,1.66,156,103,73,1.12,171.8,Strength,27.4,2.7,4,2,25.04
42,Male,84.3,1.84,177,126,83,0.82,384.3,Yoga,25.4,3.8,1,2,24.9
19,Female,73.4,1.64,207,152,71,1.16,660.5,Strength,36.2,3.1,4,2,27.29
27,Male,67.1,1.73,194,179,67,0.33,311.0,Yoga,22.8,2.6,2,1,22.42
47,Female,67.6,1.64,170,154,72,0.53,329.9,Yoga,36.8,3.0,2,1,25.13
62,Female,58.8,1.64,155,136,58,0.63,339.5,Strength,26.3,2.9,5,3,21.86
22,Female,96.8,1.67,198,183,61,0.5,364.5,HIIT,42.6,3.9,3,3,34.71
50,Female,54.5,1.6,163,145,66,0.44,260.3,Yoga,32.3,2.5,3,2,21.29
18,Male,80.4,1.91,200,171,74,0.84,784.7,Yoga,23.7,3.4,2,1,22.04
35,Female,76.0,1.66,185,174,62,0.54,390.3,Strength,39.0,2.9,5,3,27.58
49,Female,66.5,1.7,170,146,56,0.87,500.5,Yoga,29.4,3.2,5,2,23.01
64,Female,66.3,1.55,152,137,62,0.38,202.9,Strength,34.6,2.8,6,3,27.6
28,Male,84.8,1.84,191,122,68,1.02,483.9,Yoga,24.8,3.5,1,1,25.05
38,Male,68.3,1.72,186,118,61,1.02,369.5,Yoga,24.6,2.8,3,2,23.09
43,Male,65.4,1.73,180,159,71,0.94,667.9,Yoga,17.2,2.9,2,1,21.85
42,Female,54.3,1.58,178,161,58,0.49,336.2,Strength,29.6,2.2,6,2,21.75
39,Female,58.5,1.59,181,113,53,1.2,441.0,Strength,33.6,2.8,4,3,23.14
44,Male,86.2,1.9,176,109,68,1.01,317.7,Yoga,18.5,3.3,3,2,23.88
30,Female,52.5,1.56,191,170,84,0.45,330.5,Yoga,30.6,2.2,1,2,21.57
50,Male,75.6,1.77,170,163,60,0.4,302.2,Strength,26.7,2.8,5,2,24.13
51,Male,62.6,1.74,170,110,72,0.95,224.2,Yoga,21.6,2.5,2,2,20.68
58,Female,69.5,1.6,164,149,60,0.42,251.4,Yoga,38.5,2.6,3,2,27.15
52,Female,79.4,1.69,164,121,56,1.17,461.9,Cardio,36.9,3.2,4,2,27.8
18,Female,65.2,1.72,201,176,64,0.67,493.9,Yoga,31.5,2.7,1,2,22.04
38,Female,58.7,1.64,183,123,73,0.85,365.7,Yoga,29.0,2.1,1,1,21.82
65,Male,79.6,1.78,152,92,66,0.86,69.8,Strength,24.7,3.3,6,3,25.12
23,Male,87.6,1.74,195,160,52,0.76,638.9,HIIT,25.4,3.8,3,2,28.93
45,Male,96.2,1.8,174,133,69,0.93,518.3,Cardio,33.4,3.8,4,2,29.69
34,Male,61.4,1.77,185,121,69,0.9,343.2,Yoga,18.5,2.3,1,1,19.6
22,Male,94.9,1.84,199,153,71,1.27,1017.3,Cardio,26.2,3.6,2,1,28.03
48,Female,62.9,1.61,169,156,68,0.49,316.0,HIIT,33.0,3.1,1,1,24.27
22,Male,74.6,1.75,201,124,59,1.04,500.0,Strength,26.5,2.5,4,2,24.36
55,Male,77.7,1.72,164,134,58,0.89,431.3,Strength,28.3,3.2,5,3,26.26
20,Male,70.7,1.76,200,127,59,1.13,567.9,Cardio,22.1,3.4,5,2,22.82
40,Female,80.0,1.68,179,144,60,0.86,454.5,Strength,37.2,4.0,6,2,28.34
54,Female,65.5,1.49,167,132,57,1.44,709.4,Yoga,43.5,3.2,3,3,29.5
54,Female,73.0,1.57,171,146,70,0.82,466.4,Yoga,36.4,3.3,4,1,29.62
27,Female,40.1,1.49,192,169,61,0.54,403.5,Strength,23.1,1.7,6,3,18.06
27,Male,73.4,1.76,191,169,76,0.54,469.8,Yoga,17.1,2.7,1,1,23.7
36,Male,55.5,1.77,182,163,71,0.53,391.5,Yoga,12.4,2.4,1,1,17.72
34,Female,53.8,1.57,186,117,59,1.02,404.3,Yoga,25.9,2.1,5,3,21.83
38,Female,42.4,1.58,182,160,57,0.68,474.0,Strength,25.3,2.3,6,3,16.98
31,Male,86.4,1.82,189,162,61,0.57,474.4,Strength,21.9,3.1,5,3,26.08
26,Male,83.7,1.82,195,129,71,0.96,518.8,Yoga,22.9,3.4,2,1,25.27
63,Female,68.0,1.72,158,120,58,1.67,702.5,Yoga,27.2,3.2,5,3,22.99
18,Female,46.3,1.46,202,178,63,0.46,360.7,Yoga,27.4,2.2,2,1,21.72
62,Female,65.5,1.6,164,148,75,0.5,301.9,Yoga,32.1,2.9,1,1,25.59
30,Female,58.5,1.67,192,104,55,0.92,276.2,Strength,29.8,2.5,6,2,20.98
21,Male,71.7,1.86,196,147,77,1.34,915.9,Strength,20.0,3.1,2,2,20.72
18,Male,60.0,1.72,197,146,61,1.54,1000.7,Strength,19.1,2.9,6,3,20.28
57,Male,77.9,1.81,161,115,55,0.9,276.8,Strength,23.8,3.2,6,2,23.78
49,Female,61.2,1.65,171,115,74,0.97,374.5,Yoga,25.4,2.6,2,1,22.48
51,Female,68.5,1.72,167,136,66,0.97,494.4,Strength,38.7,3.2,3,2,23.15
45,Male,88.2,1.83,173,141,59,0.64,388.4,Strength,23.4,3.5,5,3,26.34
48,Male,83.4,1.73,172,157,78,0.56,408.4,Cardio,21.8,3.1,2,1,27.87
25,Male,92.7,1.77,194,173,77,0.37,357.8,Cardio,31.4,3.3,1,1,29.59
56,Male,68.1,1.66,158,142,56,0.54,284.5,Strength,18.4,2.7,6,3,24.71
43,Female,69.2,1.64,180,159,73,0.81,524.4,Strength,33.0,3.0,4,2,25.73
51,Male,85.2,1.84,172,122,78,1.33,544.0,Yoga,21.8,3.3,2,1,25.17
20,Male,57.7,1.76,196,175,63,0.57,512.9,Strength,13.6,2.3,5,3,18.63
29,Male,78.6,1.84,191,108,59,0.78,255.2,Strength,16.8,3.0,6,3,23.22
18,Male,74.4,1.79,199,180,68,0.49,489.2,Yoga,21.5,3.2,3,2,23.22
61,Male,71.2,1.77,157,109,73,1.08,240.4,Yoga,23.9,2.5,1,1,22.73
22,Male,67.9,1.67,199,131,63,0.96,504.0,Strength,22.6,2.6,3,2,24.35
47,Male,67.0,1.68,175,148,70,0.73,440.9,Strength,20.2,3.0,4,3,23.74
47,Female,57.3,1.65,175,125,75,0.96,436.9,Yoga,26.7,2.6,2,1,21.05
34,Female,55.4,1.52,187,134,57,1.31,658.3,Strength,30.7,2.9,6,3,23.98
65,Female,54.9,1.57,159,134,67,0.61,327.1,Yoga,25.2,2.3,2,1,22.27
64,Female,39.3,1.52,154,144,64,0.44,276.2,Strength,20.3,1.7,5,3,17.01
40,Male,50.2,1.6,179,148,74,0.95,547.5,Yoga,16.3,2.5,2,1,19.61
32,Female,68.4,1.66,180,140,66,1.1,566.9,Yoga,35.7,2.9,1,1,24.82
54,Female,77.1,1.65,166,130,66,1.09,500.1,Cardio,40.7,3.1,4,2,28.32
38,Male,51.5,1.74,184,115,64,0.86,247.0,Yoga,8.0,2.2,3,1,17.01
31,Male,80.7,1.94,190,145,64,1.33,880.7,Strength,15.0,3.1,4,2,21.44
19,Female,70.8,1.65,199,154,60,1.29,757.2,Strength,34.1,2.7,6,3,26.01
28,Female,68.8,1.58,195,145,72,1.39,754.0,Cardio,33.6,3.1,2,1,27.56
56,Male,65.8,1.69,164,120,56,1.18,379.0,Strength,22.0,2.7,6,3,23.04
55,Female,54.5,1.57,167,148,72,0.53,326.6,Yoga,28.0,2.5,3,3,22.11
51,Male,73.6,1.6,170,146,51,0.53,314.3,Strength,26.7,3.0,6,2,28.75
55,Male,93.4,1.85,169,146,57,0.59,376.4,Strength,23.0,3.5,5,2,27.29
51,Male,104.6,1.95,170,121,70,1.24,564.6,Strength,24.4,4.5,4,2,27.51
35,Male,74.1,1.8,187,173,69,0.6,531.1,Yoga,16.3,3.1,3,2,22.87
47,Female,76.4,1.64,173,135,71,1.22,591.3,Cardio,38.7,3.0,3,2,28.41
32,Male,57.3,1.8,186,127,76,0.98,421.1,Strength,19.4,2.3,3,2,17.69
44,Male,88.2,1.76,177,169,84,0.63,543.7,Cardio,28.6,3.3,1,1,28.47
51,Female,61.3,1.59,174,141,60,0.81,449.4,Yoga,33.5,2.9,4,2,24.25
55,Male,67.9,1.65,163,118,51,1.38,430.5,Strength,22.5,2.9,6,3,24.94
50,Female,52.2,1.57,169,105,67,0.94,318.9,Yoga,32.4,2.6,3,2,21.18
41,Female,46.5,1.6,179,154,59,0.41,268.3,Strength,24.7,2.1,4,2,18.16
32,Female,62.9,1.59,190,109,56,0.98,319.9,Yoga,32.6,3.0,3,2,24.88
47,Male,74.6,1.68,174,161,59,0.5,371.6,Strength,29.5,2.8,5,2,26.43
59,Female,67.3,1.58,164,139,60,0.86,464.0,Strength,33.3,3.0,5,2,26.96
34,Female,64.7,1.56,192,146,64,1.49,838.3,Strength,36.2,3.0,5,3,26.59
22,Male,79.9,1.76,196,166,78,0.97,849.6,Yoga,23.5,3.7,2,1,25.79
46,Female,58.6,1.66,176,141,75,1.46,809.3,Yoga,30.4,2.6,3,2,21.27
21,Female,80.4,1.72,200,157,76,1.05,620.5,Yoga,37.3,3.0,2,1,27.18
27,Female,55.5,1.63,193,108,60,0.97,318.3,Strength,27.8,1.9,4,2,20.89
34,Female,76.3,1.64,188,178,78,0.6,448.1,Cardio,34.5,3.1,2,2,28.37
27,Female,66.7,1.66,192,164,72,0.98,653.7,Strength,32.3,3.1,4,2,24.21
34,Male,73.6,1.74,187,159,67,0.91,691.5,Strength,22.7,3.3,4,2,24.31
37,Female,75.0,1.65,179,155,73,0.72,435.5,Strength,40.6,2.9,4,2,27.55
41,Female,69.9,1.58,177,113,57,0.9,314.1,Strength,41.0,2.6,6,3,28.0
22,Male,85.2,1.77,201,125,77,1.02,530.5,Yoga,27.0,3.5,2,1,27.2
51,Male,73.2,1.84,172,114,57,0.91,275.2,Strength,21.6,3.0,6,2,21.62
23,Male,82.3,1.74,198,155,77,1.29,1006.6,Strength,29.6,3.4,3,2,27.18
19,Female,64.8,1.73,200,170,79,0.99,693.4,Yoga,28.6,3.0,2,1,21.65
30,Male,92.3,1.84,192,143,60,1.24,843.2,Yoga,27.0,3.5,3,2,27.26
60,Female,48.7,1.58,164,140,75,0.6,348.4,Yoga,34.2,2.4,3,2,19.51
60,Female,67.4,1.67,159,140,62,0.72,393.7,HIIT,28.9,3.1,4,2,24.17
65,Male,65.5,1.74,151,141,74,0.59,285.7,Yoga,19.5,2.6,2,1,21.63
28,Male,94.3,1.85,193,160,68,0.87,735.4,Strength,27.9,4.2,3,3,27.55
64,Female,78.3,1.66,159,96,60,1.06,264.1,Strength,37.6,3.2,5,3,28.41
40,Male,80.7,1.79,182,117,68,1.18,451.7,Yoga,24.4,3.2,3,2,25.19
33,Female,57.2,1.51,192,118,53,1.03,407.4,Strength,35.8,2.6,5,2,25.09
48,Male,82.6,1.75,177,162,76,0.53,409.3,Yoga,24.0,3.3,2,1,26.97
28,Male,90.1,1.78,191,163,62,0.59,507.7,Strength,24.5,3.5,6,3,28.44
33,Male,76.3,1.76,188,144,80,0.97,615.7,Cardio,25.1,2.8,2,2,24.63
25,Female,59.0,1.61,194,154,52,0.73,448.7,Strength,33.7,2.4,6,3,22.76
21,Male,85.8,1.79,196,157,55,0.69,561.8,Strength,26.6,3.7,6,3,26.78
57,Female,47.8,1.63,160,111,67,1.07,420.7,Yoga,20.3,2.2,2,1,17.99
21,Female,74.5,1.64,201,131,67,0.91,395.7,Cardio,36.1,2.7,3,1,27.7
42,Female,59.9,1.65,179,117,64,1.06,417.5,Yoga,29.8,2.3,1,2,22.0
20,Female,66.8,1.68,203,113,60,0.98,325.7,Yoga,27.8,3.2,3,2,23.67
49,Male,92.8,1.83,179,121,62,0.96,410.3,HIIT,23.5,3.7,3,2,27.71
20,Female,61.2,1.63,201,128,57,1.09,478.1,Strength,28.4,2.8,4,2,23.03
44,Female,72.9,1.65,174,146,65,0.6,335.0,Strength,32.9,3.3,4,3,26.78
46,Male,89.2,1.77,177,151,55,0.45,313.8,Cardio,26.9,3.3,3,2,28.47
49,Female,66.1,1.63,169,98,59,1.29,346.0,Strength,35.7,3.2,5,3,24.88
36,Male,78.4,1.75,189,152,56,1.08,760.8,Strength,27.5,3.4,6,3,25.6
38,Female,59.4,1.57,176,107,62,0.82,267.6,Strength,34.9,2.6,4,2,24.1
22,Male,72.0,1.7,196,142,63,1.1,699.9,Strength,29.6,2.9,3,3,24.91
35,Female,54.7,1.63,187,146,73,1.21,704.0,Yoga,28.7,2.5,1,1,20.59
45,Male,77.7,1.82,179,145,60,0.59,361.7,Strength,25.0,3.1,5,3,23.46
59,Female,55.8,1.67,159,145,81,0.7,419.2,Yoga,24.6,2.6,2,1,20.01
39,Female,61.7,1.7,178,138,71,1.21,631.7,Cardio,33.9,2.9,3,2,21.35
38,Male,56.7,1.8,182,141,77,1.16,623.3,Strength,18.3,2.7,3,2,17.5
23,Male,73.5,1.7,203,172,60,0.54,490.9,Strength,23.9,3.0,6,2,25.43
18,Male,103.0,1.84,197,138,58,1.27,889.0,Strength,32.1,3.9,5,3,30.42
22,Male,66.2,1.7,197,126,63,0.91,432.2,HIIT,18.7,2.6,4,3,22.91
58,Female,76.8,1.66,163,145,63,0.63,352.6,Strength,38.1,3.3,4,3,27.87
29,Female,83.2,1.71,189,142,68,1.23,612.7,HIIT,39.2,3.5,4,2,28.45
43,Male,69.5,1.85,175,160,68,0.63,460.7,Strength,14.9,3.2,2,2,20.31
